Doculect	Subfamily	ISO	ID	Glottolog	Longitude	Latitude	Concept	Form	Cognate_Class	Comment
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	ONE	erekɨt		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	ONE	kjet		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	ONE	kje		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	ONE	kɨte		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	ONE	kitse / kjeka		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	ONE	móòj		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	ONE	mṍṍt		
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	ONE	zaka zarit ter taĩn ãn		
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	ONE	móòj		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	ONE	mááj		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	ONE	mɨ̃hĩnt		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	ONE	mundapa	1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	ONE	meméhinaku		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	ONE	meméhinaku		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	ONE	pũŋ		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	ONE	da		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	ONE	wentup	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	ONE	momozotsu	2	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	ONE	orepetʃowe	3	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	ONE	piteʔi	3	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	ONE	usepese		
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	ONE	ãtʃepe	3	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	ONE	pitəí	3	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	ONE	amo	5	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	ONE	odʒipedʒi	3	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	ONE	odʒipeʔi	3	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	ONE	ajipej	3	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	ONE	ojpeʔi	3	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	ONE	ojepé	3	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	ONE	ajepeʔi	3	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	ONE	tʃipẽ	3	
Anambé of Ehrenreich †	Tupí-Guaraní	??#	ane	anam1251	-50.5	-4.5	ONE	janãpo tepa		
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	ONE	makamutuhũ	5	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	ONE	mozepẽ	3	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	ONE	peʔĩ	3	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	ONE	pehin	3	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	ONE	peteĩ	3	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	ONE	tipeʔĩ	3	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	ONE	ojepete	3	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	ONE	mudʒepej̃	3	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	ONE	mepenoan	3	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	ONE	ojepeĩ	3	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	ONE	jepe	3	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	ONE	ojepe / ipi		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	ONE	kjojõ	6	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	ONE	j̃epẽi	3	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	ONE	mɨɨ	3	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	ONE	mupeðo	3	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	ONE	pẽti	3	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	ONE	peteĩ	3	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	ONE	peteĩ	3	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	ONE	peteĩ	3	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	ONE	etakrã		
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	ONE	peteĩ	3	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	ONE	pente	3	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	ONE	wipi		
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	ONE	wepe		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	OPEN	pek		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	OPEN	pẽn ka		
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	OPEN	bosag		
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	OPEN	ʔaβ / pek		
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	OPEN	peʔa		
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	OPEN	ɨpɨkata		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	OPOSSUM / SKUNK	(tʃu)mukura		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	OPOSSUM / SKUNK	sapʔãje		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	OPOSSUM / SKUNK	tap ãte		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	OPOSSUM / SKUNK	tamãte		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	OPOSSUM / SKUNK	mekopĩ ĩ		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	OPOSSUM / SKUNK	nokõn		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	OPOSSUM / SKUNK	nankana		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	OPOSSUM / SKUNK	kuhudi		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	OPOSSUM / SKUNK	hudʒihudʒi		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	OPOSSUM / SKUNK	makora		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	OPOSSUM / SKUNK	lʒariwa		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	OPOSSUM / SKUNK	hunajiŋ		
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	OPOSSUM / SKUNK	kamitsalaka		
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	OPOSSUM / SKUNK	toɨmɨpirem / kʷanoaʃi		
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	OPOSSUM / SKUNK	mɨkur		
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	OPOSSUM / SKUNK	atura / maʔekaʃig		
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	OPOSSUM / SKUNK	mbɨkuruhu		
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	OPOSSUM / SKUNK	mbɨkuruhu		
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	OPOSSUM / SKUNK	mukur		
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	OPOSSUM / SKUNK	bɨkur		
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	OPOSSUM / SKUNK	mɨkur		
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	OPOSSUM / SKUNK	sarigweja		
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	OPOSSUM / SKUNK	mikura		
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	OPOSSUM / SKUNK	sarohe		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	OPOSSUM / SKUNK	mbɨku		
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	OPOSSUM / SKUNK	mɨkurẽ / sarigʷe		
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	OPOSSUM / SKUNK	muŋkũrẽ		
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	OPOSSUM / SKUNK	tatu		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	OTHER / SOME	nõ		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	OTHER / SOME	nõ		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	OTHER / SOME	no		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	OTHER / SOME	no		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	OTHER / SOME	má		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	OTHER / SOME	mater		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	OTHER / SOME	mamã		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	OTHER / SOME	naná		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	OTHER / SOME	waraʔat		
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	OTHER / SOME	amote	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	OTHER / SOME	amo	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	OTHER / SOME	amutehe	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	OTHER / SOME	amó	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	OTHER / SOME	amo	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	OTHER / SOME	bebe		
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	OTHER / SOME	amu	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	OTHER / SOME	amu	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	OTHER / SOME	amu	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	OTHER / SOME	amu	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	OTHER / SOME	amu	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	OTHER / SOME	amute	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	OTHER / SOME	amõ	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	OTHER / SOME	amõ	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	OTHER / SOME	amũ	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	OTHER / SOME	amõ	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	OTHER / SOME	amõ	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	OTHER / SOME	amõ	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	OTHER / SOME	amo	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	OTHER / SOME	amo	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	OTHER / SOME	ãmũ	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	OTHER / SOME	amo		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	OTHER / SOME	jeχõõ	2	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	OTHER / SOME	ambuae	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	OTHER / SOME	mõ	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	OTHER / SOME	amae	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	OTHER / SOME	amue	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	OTHER / SOME	amoae	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	OTHER / SOME	amue	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	OTHER / SOME	ambuae	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	OTHER / SOME	ambue	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	OTHER / SOME	aʔamo	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	OTHER / SOME	amoa		
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	OTHER / SOME	amua	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	OTHER / SOME	amua	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	OWL	aroʔi		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	OWL	popoβa		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	OWL	ʔɨβao poot		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	OWL	poppopʔa		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	OWL	powpow		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	OWL	popoba		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	OWL	booraa / popó		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	OWL	gateʔap		
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	OWL	bakooβ-aa		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	OWL	mokoop		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	OWL	pɨɨpɨɨp		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	OWL	kujuhu		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	OWL	akuʔu / suwɨ		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	OWL	kokkok		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	OWL	baru		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	OWL	urukut		
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	OWL	uzɨt		
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	OWL	orokoreʔa / pɨpɨpɨ		
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	OWL	urukurea	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	OWL	urukureʔa	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	OWL	hurutaʔi		
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	OWL	urukureʔa	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	OWL	urukureʔa	1	
Jiahoi	Tupí-Guaraní	???	dia	diah1239	-62.27	-8.04	OWL	urukureʔa	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	OWL	urukuʔa		
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	OWL	tapupu /  kukuŋ		
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	OWL	rukureʔa	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	OWL	pipi anjã / pipihu		
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	OWL	kaburé / jakurutu / swindara		
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	OWL	bulukuri		
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	OWL	ʒakurutú / orukuria / ɲakurubu		/ 1 / 
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	OWL	ukureʔagʷasu	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	OWL	kururu		
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	OWL	urukureʔa	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	OWL	swinda		
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	OWL	retʃutʃa		
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	PACA	pɨta		
Ntogapíd (Itogapúk) †	Ramarana-Purubora	##?	nto	????	-61.66003	-10.452133	PACA	diãba		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	PACA	ataj		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	PACA	ŋʷwrã		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	PACA	potʔamsiro		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	PACA	kʷarãpiro		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	PACA	kʷarãpiro		
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	PACA	ãza		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	PACA	ãza		
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	PACA	wãza		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	PACA	ã(d)zá		
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	PACA	ãza		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	PACA	wala		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	PACA	morotɨ		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	PACA	ataj		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	PACA	bɨ		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	PACA	baʔɨ		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	PACA	aj	1	
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	PACA	haj	1	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	PACA	paɨ	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	PACA	pak		
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	PACA	karowar	2	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	PACA	karawaroho	2	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	PACA	karuaruhu	2	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	PACA	pak	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	PACA	pak	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	PACA	karuaruʔi	2	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	PACA	karugʷaruhu	2	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	PACA	karugʷaruhu	2	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	PACA	karugʷaruhu	2	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	PACA	karugʷaruhu	2	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	PACA	tapɨʔɨ	3	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	PACA	kararuhu	2	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	PACA	pak	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	PACA	paa	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	PACA	kaŋaruhu	2	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	PACA	kararuhu	2	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	PACA	paku	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	PACA	koraharohu	2	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	PACA	paka	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	PACA	pak	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	PACA	paka	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	PACA	paɨ	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	PACA	eru	4	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	PACA	pái	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	PACA	dʒaitʃa	5	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	PACA	paɨ	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	PACA	biwã	6	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	PACA	humhai	7	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	PACA	akutipáɨ	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	PACA	paka	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	PACA	paka	1	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	PACU FISH	pako		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	PACU FISH	kapa		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	PACU FISH	paorap		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	PACU FISH	bolip kabee		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	PACU FISH	pade sepʔa		
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	PACU FISH	moliperas		
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	PACU FISH	bolip kabe		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	PACU FISH	morip kabe		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	PACU FISH	ip toto		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	PACU FISH	paku	1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	PACU FISH	pakuɨ		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	PACU FISH	pakuɨ		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	PACU FISH	pakodəp / soédəp		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	PACU FISH	ísie		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	PACU FISH	paku	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	PACU FISH	paku	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	PACU FISH	pako		
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	PACU FISH	paku	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	PACU FISH	paku		
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	PACU FISH	paku	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	PACU FISH	pakuʔi	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	PACU FISH	pakuʔi	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	PACU FISH	pakuʔi	1	
Juma	Tupí-Guaraní	jua	jua	juma1249	-64.1	-7.28	PACU FISH	pakuʔi	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	PACU FISH	pakuʔi	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	PACU FISH	paku		
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	PACU FISH	paku		
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	PACU FISH	tapaka		
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	PACU FISH	paku		
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	PACU FISH	pakuɨ		
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	PACU FISH	xiramboa		
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	PACU FISH	ɲu jiʔa		
